"sensor_id","pm25","co2_ppm","ts"
"SEN-0008",10.161,821.491,2026-01-01 13:15:00.000000Z
"SEN-0008",6.819,876.933,2026-01-01 13:30:00.000000Z
"SEN-0008",3.304,855.4,2026-01-01 13:45:00.000000Z
"SEN-0008",7.854,842.301,2026-01-01 14:00:00.000000Z
"SEN-0008",5.486,837.614,2026-01-01 14:15:00.000000Z
"SEN-0008",9.381,834.719,2026-01-01 14:30:00.000000Z
"SEN-0008",8.74,856.775,2026-01-01 14:45:00.000000Z
"SEN-0008",7.198,883.581,2026-01-01 15:00:00.000000Z
"SEN-0008",7.765,865.676,2026-01-01 15:15:00.000000Z
"SEN-0008",4.878,852.683,2026-01-01 15:30:00.000000Z
"SEN-0008",8.097,836.154,2026-01-01 15:45:00.000000Z
"SEN-0008",4.398,846.39,2026-01-01 16:00:00.000000Z
"SEN-0008",6.087,833.772,2026-01-01 16:15:00.000000Z
"SEN-0008",7.072,823.344,2026-01-01 16:30:00.000000Z
"SEN-0008",8.533,795.79,2026-01-01 16:45:00.000000Z
"SEN-0008",6.093,816.22,2026-01-01 17:00:00.000000Z
"SEN-0008",2.527,791.141,2026-01-01 17:15:00.000000Z
"SEN-0008",6.257,793.297,2026-01-01 17:30:00.000000Z
"SEN-0008",4.911,798.998,2026-01-01 17:45:00.000000Z
"SEN-0008",5.81,771.386,2026-01-01 18:00:00.000000Z
"SEN-0008",7.848,750.633,2026-01-01 18:15:00.000000Z
"SEN-0008",5.166,726.248,2026-01-01 18:30:00.000000Z
"SEN-0008",6.612,724.775,2026-01-01 18:45:00.000000Z
"SEN-0008",7.532,724.507,2026-01-01 19:00:00.000000Z
"SEN-0008",8.93,698.968,2026-01-01 19:15:00.000000Z
"SEN-0008",4.143,719.52,2026-01-01 19:30:00.000000Z
"SEN-0008",7.662,689.155,2026-01-01 19:45:00.000000Z
"SEN-0008",7.027,654.476,2026-01-01 20:00:00.000000Z
"SEN-0008",8.633,637.671,2026-01-01 20:15:00.000000Z
"SEN-0008",1.913,618.779,2026-01-01 20:30:00.000000Z
"SEN-0008",6.03,579.096,2026-01-01 20:45:00.000000Z
"SEN-0008",1.352,599.599,2026-01-01 21:00:00.000000Z
"SEN-0008",3.539,627.231,2026-01-01 21:15:00.000000Z
"SEN-0008",9.115,586.563,2026-01-01 21:30:00.000000Z
"SEN-0008",3.276,611.148,2026-01-01 21:45:00.000000Z
"SEN-0008",2.572,581.504,2026-01-01 22:00:00.000000Z
"SEN-0008",3.366,535.39,2026-01-01 22:15:00.000000Z
"SEN-0008",3.799,521.149,2026-01-01 22:30:00.000000Z
"SEN-0008",3.176,532.775,2026-01-01 22:45:00.000000Z
"SEN-0008",7.336,522.568,2026-01-01 23:00:00.000000Z
"SEN-0008",7.307,532.986,2026-01-01 23:15:00.000000Z
"SEN-0008",4.164,546.584,2026-01-01 23:30:00.000000Z
"SEN-0008",6.403,469.483,2026-01-01 23:45:00.000000Z
"SEN-0009",14.448,338.071,2026-01-01 00:00:00.000000Z
"SEN-0009",11.764,338.787,2026-01-01 00:15:00.000000Z
"SEN-0009",13.623,341.786,2026-01-01 00:30:00.000000Z
"SEN-0009",15.52,336.358,2026-01-01 00:45:00.000000Z
"SEN-0009",11.452,347.349,2026-01-01 01:00:00.000000Z
"SEN-0009",15.6,331.539,2026-01-01 01:15:00.000000Z
"SEN-0009",14.857,333.141,2026-01-01 01:30:00.000000Z
"SEN-0009",11.284,309.518,2026-01-01 01:45:00.000000Z
"SEN-0009",13.435,314.723,2026-01-01 02:00:00.000000Z
"SEN-0009",12.856,317.496,2026-01-01 02:15:00.000000Z
"SEN-0009",12.333,357.375,2026-01-01 02:30:00.000000Z
"SEN-0009",15.024,300.333,2026-01-01 02:45:00.000000Z
"SEN-0009",14.763,344.328,2026-01-01 03:00:00.000000Z
"SEN-0009",15.127,318.795,2026-01-01 03:15:00.000000Z
"SEN-0009",14.365,361.118,2026-01-01 03:30:00.000000Z
"SEN-0009",11.999,325.262,2026-01-01 03:45:00.000000Z
"SEN-0009",14.024,332.666,2026-01-01 04:00:00.000000Z
"SEN-0009",17.366,360.715,2026-01-01 04:15:00.000000Z
"SEN-0009",14.25,345.844,2026-01-01 04:30:00.000000Z
"SEN-0009",17.881,372.927,2026-01-01 04:45:00.000000Z
"SEN-0009",13.462,356.138,2026-01-01 05:00:00.000000Z
"SEN-0009",17.555,366.24,2026-01-01 05:15:00.000000Z
"SEN-0009",14.834,387.54,2026-01-01 05:30:00.000000Z
"SEN-0009",17.518,372.533,2026-01-01 05:45:00.000000Z
"SEN-0009",17.1,364.65,2026-01-01 06:00:00.000000Z
"SEN-0009",14.478,393.393,2026-01-01 06:15:00.000000Z
"SEN-0009",17.877,396.97,2026-01-01 06:30:00.000000Z
"SEN-0009",17.76,430.966,2026-01-01 06:45:00.000000Z
"SEN-0009",18.05,414.657,2026-01-01 07:00:00.000000Z
"SEN-0009",12.528,447.881,2026-01-01 07:15:00.000000Z
"SEN-0009",21.575,405.517,2026-01-01 07:30:00.000000Z
"SEN-0009",14.569,465.382,2026-01-01 07:45:00.000000Z
"SEN-0009",16.296,469.699,2026-01-01 08:00:00.000000Z
"SEN-0009",17.225,456.117,2026-01-01 08:15:00.000000Z
"SEN-0009",21.021,499.105,2026-01-01 08:30:00.000000Z
"SEN-0009",20.496,478.595,2026-01-01 08:45:00.000000Z
"SEN-0009",23.124,504.704,2026-01-01 09:00:00.000000Z
"SEN-0009",23.591,522.55,2026-01-01 09:15:00.000000Z
"SEN-0009",21.521,549.946,2026-01-01 09:30:00.000000Z
"SEN-0009",21.724,551.116,2026-01-01 09:45:00.000000Z
"SEN-0009",27.328,539.247,2026-01-01 10:00:00.000000Z
"SEN-0009",24.922,568.472,2026-01-01 10:15:00.000000Z
"SEN-0009",23.92,551.951,2026-01-01 10:30:00.000000Z
"SEN-0009",23.835,587.572,2026-01-01 10:45:00.000000Z
"SEN-0009",20.858,565.2,2026-01-01 11:00:00.000000Z
"SEN-0009",26.368,570.935,2026-01-01 11:15:00.000000Z
"SEN-0009",25.729,564.572,2026-01-01 11:30:00.000000Z
"SEN-0009",25.608,602.03,2026-01-01 11:45:00.000000Z
"SEN-0009",25.633,557.713,2026-01-01 12:00:00.000000Z
"SEN-0009",26.382,594.202,2026-01-01 12:15:00.000000Z
"SEN-0009",25.855,618.848,2026-01-01 12:30:00.000000Z
"SEN-0009",30.921,596.338,2026-01-01 12:45:00.000000Z
"SEN-0009",28.199,614.914,2026-01-01 13:00:00.000000Z
"SEN-0009",23.925,594.387,2026-01-01 13:15:00.000000Z
"SEN-0009",22.857,616.433,2026-01-01 13:30:00.000000Z
"SEN-0009",24.065,609.971,2026-01-01 13:45:00.000000Z
"SEN-0009",29.813,600.277,2026-01-01 14:00:00.000000Z
"SEN-0009",26.454,581.596,2026-01-01 14:15:00.000000Z
"SEN-0009",27.131,614.575,2026-01-01 14:30:00.000000Z
"SEN-0009",25.736,586.138,2026-01-01 14:45:00.000000Z
"SEN-0009",25.888,641.356,2026-01-01 15:00:00.000000Z
"SEN-0009",25.764,592.115,2026-01-01 15:15:00.000000Z
"SEN-0009",23.628,615.007,2026-01-01 15:30:00.000000Z
"SEN-0009",26.299,587.612,2026-01-01 15:45:00.000000Z
"SEN-0009",25.317,598.344,2026-01-01 16:00:00.000000Z
"SEN-0009",24.184,573.767,2026-01-01 16:15:00.000000Z
"SEN-0009",24.293,564.078,2026-01-01 16:30:00.000000Z
"SEN-0009",25.613,550.101,2026-01-01 16:45:00.000000Z
"SEN-0009",25.933,589.625,2026-01-01 17:00:00.000000Z
"SEN-0009",22.836,530.416,2026-01-01 17:15:00.000000Z
"SEN-0009",21.657,568.994,2026-01-01 17:30:00.000000Z
"SEN-0009",25.71,567.377,2026-01-01 17:45:00.000000Z
"SEN-0009",22.908,549.796,2026-01-01 18:00:00.000000Z
"SEN-0009",24.042,534.029,2026-01-01 18:15:00.000000Z
"SEN-0009",21.971,518.026,2026-01-01 18:30:00.000000Z
"SEN-0009",20.861,530.232,2026-01-01 18:45:00.000000Z
"SEN-0009",23.12,496.156,2026-01-01 19:00:00.000000Z
"SEN-0009",22.995,466.754,2026-01-01 19:15:00.000000Z
"SEN-0009",20.385,463.724,2026-01-01 19:30:00.000000Z
"SEN-0009",19.977,479.46,2026-01-01 19:45:00.000000Z
"SEN-0009",17.636,474.497,2026-01-01 20:00:00.000000Z
"SEN-0009",19.031,458.541,2026-01-01 20:15:00.000000Z
"SEN-0009",20.562,466.133,2026-01-01 20:30:00.000000Z
"SEN-0009",18.775,458.726,2026-01-01 20:45:00.000000Z
"SEN-0009",20.097,440.498,2026-01-01 21:00:00.000000Z
"SEN-0009",17.01,423.663,2026-01-01 21:15:00.000000Z
"SEN-0009",17.533,420.373,2026-01-01 21:30:00.000000Z
"SEN-0009",18.754,403.754,2026-01-01 21:45:00.000000Z
"SEN-0009",17.663,439.283,2026-01-01 22:00:00.000000Z
"SEN-0009",16.469,422.325,2026-01-01 22:15:00.000000Z
"SEN-0009",13.898,389.029,2026-01-01 22:30:00.000000Z
"SEN-0009",15.531,341.423,2026-01-01 22:45:00.000000Z
"SEN-0009",17.46,367.662,2026-01-01 23:00:00.000000Z
"SEN-0009",14.737,348.155,2026-01-01 23:15:00.000000Z
"SEN-0009",12.947,368.841,2026-01-01 23:30:00.000000Z
"SEN-0009",12.293,373.881,2026-01-01 23:45:00.000000Z
"SEN-0010",6.409,289.838,2026-01-01 00:00:00.000000Z
"SEN-0010",7.66,294.633,2026-01-01 00:15:00.000000Z
"SEN-0010",10.494,284.008,2026-01-01 00:30:00.000000Z
"SEN-0010",8.777,299.332,2026-01-01 00:45:00.000000Z
"SEN-0010",6.195,309.422,2026-01-01 01:00:00.000000Z
"SEN-0010",5.358,325.353,2026-01-01 01:15:00.000000Z
"SEN-0010",3.264,250.626,2026-01-01 01:30:00.000000Z
"SEN-0010",7.519,278.571,2026-01-01 01:45:00.000000Z
"SEN-0010",5.75,262.453,2026-01-01 02:00:00.000000Z
"SEN-0010",9.364,264.535,2026-01-01 02:15:00.000000Z
"SEN-0010",7.972,318.961,2026-01-01 02:30:00.000000Z
"SEN-0010",6.578,298.345,2026-01-01 02:45:00.000000Z
"SEN-0010",6.085,320.469,2026-01-01 03:00:00.000000Z
"SEN-0010",7.641,279.987,2026-01-01 03:15:00.000000Z
"SEN-0010",7.756,301.265,2026-01-01 03:30:00.000000Z
"SEN-0010",4.428,311.15,2026-01-01 03:45:00.000000Z
"SEN-0010",7.352,319.91,2026-01-01 04:00:00.000000Z
"SEN-0010",4.34,297.757,2026-01-01 04:15:00.000000Z
"SEN-0010",5.617,303.544,2026-01-01 04:30:00.000000Z
"SEN-0010",6.831,287.132,2026-01-01 04:45:00.000000Z
"SEN-0010",8.116,274.387,2026-01-01 05:00:00.000000Z
"SEN-0010",7.704,263.805,2026-01-01 05:15:00.000000Z
"SEN-0010",10.495,359.356,2026-01-01 05:30:00.000000Z
"SEN-0010",8.207,342.068,2026-01-01 05:45:00.000000Z
"SEN-0010",7.093,349.033,2026-01-01 06:00:00.000000Z
"SEN-0010",7.519,384.652,2026-01-01 06:15:00.000000Z
"SEN-0010",6.48,347.439,2026-01-01 06:30:00.000000Z
"SEN-0010",9.626,346.292,2026-01-01 06:45:00.000000Z
"SEN-0010",12.957,368.329,2026-01-01 07:00:00.000000Z
"SEN-0010",11.763,389.365,2026-01-01 07:15:00.000000Z
"SEN-0010",11.756,422.458,2026-01-01 07:30:00.000000Z
"SEN-0010",11.235,385.763,2026-01-01 07:45:00.000000Z
"SEN-0010",14.766,395.095,2026-01-01 08:00:00.000000Z
"SEN-0010",7.212,427.78,2026-01-01 08:15:00.000000Z
"SEN-0010",10.547,422.655,2026-01-01 08:30:00.000000Z
"SEN-0010",11.386,442.38,2026-01-01 08:45:00.000000Z
"SEN-0010",7.648,432.328,2026-01-01 09:00:00.000000Z
"SEN-0010",10.59,427.667,2026-01-01 09:15:00.000000Z
"SEN-0010",9.303,450.721,2026-01-01 09:30:00.000000Z
"SEN-0010",9.591,476.097,2026-01-01 09:45:00.000000Z
"SEN-0010",12.684,435.349,2026-01-01 10:00:00.000000Z
"SEN-0010",10.695,444.196,2026-01-01 10:15:00.000000Z
"SEN-0010",13.657,449.26,2026-01-01 10:30:00.000000Z
"SEN-0010",12.442,476.795,2026-01-01 10:45:00.000000Z
"SEN-0010",11.954,544.011,2026-01-01 11:00:00.000000Z
"SEN-0010",12.293,497.099,2026-01-01 11:15:00.000000Z
"SEN-0010",10.365,563.255,2026-01-01 11:30:00.000000Z
"SEN-0010",11.7,478.15,2026-01-01 11:45:00.000000Z
"SEN-0010",10.738,494.588,2026-01-01 12:00:00.000000Z
"SEN-0010",11.802,513.817,2026-01-01 12:15:00.000000Z
"SEN-0010",11.36,524.777,2026-01-01 12:30:00.000000Z
"SEN-0010",11.982,535.567,2026-01-01 12:45:00.000000Z
"SEN-0010",13.912,527.977,2026-01-01 13:00:00.000000Z
"SEN-0010",12.556,525.178,2026-01-01 13:15:00.000000Z
"SEN-0010",10.985,532.977,2026-01-01 13:30:00.000000Z
"SEN-0010",11.509,545.572,2026-01-01 13:45:00.000000Z
"SEN-0010",18.696,478.196,2026-01-01 14:00:00.000000Z
"SEN-0010",13.771,488.761,2026-01-01 14:15:00.000000Z
"SEN-0010",14.542,521.453,2026-01-01 14:30:00.000000Z
"SEN-0010",16.402,549.178,2026-01-01 14:45:00.000000Z
"SEN-0010",11.678,529.744,2026-01-01 15:00:00.000000Z
"SEN-0010",10.792,541.328,2026-01-01 15:15:00.000000Z
"SEN-0010",11.581,518.553,2026-01-01 15:30:00.000000Z
"SEN-0010",11.617,536.136,2026-01-01 15:45:00.000000Z
"SEN-0010",11.807,488.819,2026-01-01 16:00:00.000000Z
"SEN-0010",9.522,505.689,2026-01-01 16:15:00.000000Z
"SEN-0010",11.527,536.615,2026-01-01 16:30:00.000000Z
"SEN-0010",12.029,493.244,2026-01-01 16:45:00.000000Z
"SEN-0010",12.273,498.282,2026-01-01 17:00:00.000000Z
"SEN-0010",13.03,501.053,2026-01-01 17:15:00.000000Z
"SEN-0010",12.269,491.806,2026-01-01 17:30:00.000000Z
"SEN-0010",11.447,472.944,2026-01-01 17:45:00.000000Z
"SEN-0010",10.725,426.247,2026-01-01 18:00:00.000000Z
"SEN-0010",10.873,449.34,2026-01-01 18:15:00.000000Z
"SEN-0010",7.424,433.502,2026-01-01 18:30:00.000000Z
"SEN-0010",11.213,410.389,2026-01-01 18:45:00.000000Z
"SEN-0010",11.474,434.339,2026-01-01 19:00:00.000000Z
"SEN-0010",12.518,413.621,2026-01-01 19:15:00.000000Z
"SEN-0010",12.503,448.027,2026-01-01 19:30:00.000000Z
"SEN-0010",7.578,391.173,2026-01-01 19:45:00.000000Z
"SEN-0010",9.084,416.494,2026-01-01 20:00:00.000000Z
"SEN-0010",9.21,351.611,2026-01-01 20:15:00.000000Z
"SEN-0010",8.411,408.327,2026-01-01 20:30:00.000000Z
"SEN-0010",6.668,352.998,2026-01-01 20:45:00.000000Z
"SEN-0010",8.807,395.375,2026-01-01 21:00:00.000000Z
"SEN-0010",9.958,404.588,2026-01-01 21:15:00.000000Z
"SEN-0010",12.691,350.212,2026-01-01 21:30:00.000000Z
"SEN-0010",8.066,361.049,2026-01-01 21:45:00.000000Z
"SEN-0010",8.547,356.248,2026-01-01 22:00:00.000000Z
"SEN-0010",10.191,354.712,2026-01-01 22:15:00.000000Z
"SEN-0010",11.54,334.989,2026-01-01 22:30:00.000000Z
"SEN-0010",4.859,308.014,2026-01-01 22:45:00.000000Z
"SEN-0010",7.316,323.183,2026-01-01 23:00:00.000000Z
"SEN-0010",9.44,268.515,2026-01-01 23:15:00.000000Z
"SEN-0010",5.219,303.203,2026-01-01 23:30:00.000000Z
"SEN-0010",3.059,333.967,2026-01-01 23:45:00.000000Z
"SEN-0011",15.234,499.299,2026-01-01 00:00:00.000000Z
"SEN-0011",13.869,477.681,2026-01-01 00:15:00.000000Z
"SEN-0011",10.582,484.241,2026-01-01 00:30:00.000000Z
"SEN-0011",13.631,464.211,2026-01-01 00:45:00.000000Z
"SEN-0011",11.813,478.287,2026-01-01 01:00:00.000000Z
"SEN-0011",11.468,507.218,2026-01-01 01:15:00.000000Z
"SEN-0011",12.937,477.636,2026-01-01 01:30:00.000000Z
"SEN-0011",12.232,496.034,2026-01-01 01:45:00.000000Z
"SEN-0011",12.158,479.33,2026-01-01 02:00:00.000000Z
"SEN-0011",13.62,511.293,2026-01-01 02:15:00.000000Z
"SEN-0011",11.51,467.951,2026-01-01 02:30:00.000000Z
"SEN-0011",13.401,451.698,2026-01-01 02:45:00.000000Z
"SEN-0011",11.548,500.432,2026-01-01 03:00:00.000000Z
"SEN-0011",12.999,467.115,2026-01-01 03:15:00.000000Z
"SEN-0011",9.568,538.469,2026-01-01 03:30:00.000000Z
"SEN-0011",14.425,514.318,2026-01-01 03:45:00.000000Z
"SEN-0011",16.296,482.614,2026-01-01 04:00:00.000000Z
"SEN-0011",13.06,537.465,2026-01-01 04:15:00.000000Z
"SEN-0011",13.338,530.826,2026-01-01 04:30:00.000000Z
"SEN-0011",14.123,512.884,2026-01-01 04:45:00.000000Z
"SEN-0011",15.545,572.928,2026-01-01 05:00:00.000000Z
"SEN-0011",13.422,539.209,2026-01-01 05:15:00.000000Z
"SEN-0011",14.142,561.358,2026-01-01 05:30:00.000000Z
"SEN-0011",15.253,536.086,2026-01-01 05:45:00.000000Z
"SEN-0011",16.471,614.118,2026-01-01 06:00:00.000000Z
"SEN-0011",17.031,599.209,2026-01-01 06:15:00.000000Z
"SEN-0011",16.167,584.607,2026-01-01 06:30:00.000000Z
"SEN-0011",18.621,601.277,2026-01-01 06:45:00.000000Z
"SEN-0011",16.213,658.235,2026-01-01 07:00:00.000000Z
"SEN-0011",18.709,670.774,2026-01-01 07:15:00.000000Z
"SEN-0011",17.411,680.487,2026-01-01 07:30:00.000000Z
"SEN-0011",21.027,656.664,2026-01-01 07:45:00.000000Z
"SEN-0011",21.34,669.853,2026-01-01 08:00:00.000000Z
"SEN-0011",18.578,712.515,2026-01-01 08:15:00.000000Z
"SEN-0011",17.796,704.591,2026-01-01 08:30:00.000000Z
"SEN-0011",17.65,711.99,2026-01-01 08:45:00.000000Z
"SEN-0011",17.013,777.809,2026-01-01 09:00:00.000000Z
"SEN-0011",20.598,758.829,2026-01-01 09:15:00.000000Z
"SEN-0011",18.777,789.553,2026-01-01 09:30:00.000000Z
"SEN-0011",19.516,792.389,2026-01-01 09:45:00.000000Z
"SEN-0011",23.069,777.353,2026-01-01 10:00:00.000000Z
"SEN-0011",20.104,820.29,2026-01-01 10:15:00.000000Z
"SEN-0011",18.031,810.005,2026-01-01 10:30:00.000000Z
"SEN-0011",23.786,824.764,2026-01-01 10:45:00.000000Z
"SEN-0011",22.684,837.49,2026-01-01 11:00:00.000000Z
"SEN-0011",19.044,848.352,2026-01-01 11:15:00.000000Z
"SEN-0011",22.283,826.044,2026-01-01 11:30:00.000000Z
"SEN-0011",24.046,844.023,2026-01-01 11:45:00.000000Z
"SEN-0011",23.496,831.128,2026-01-01 12:00:00.000000Z
"SEN-0011",22.971,871.082,2026-01-01 12:15:00.000000Z
"SEN-0011",23.721,886.997,2026-01-01 12:30:00.000000Z
"SEN-0011",18.827,877.317,2026-01-01 12:45:00.000000Z
"SEN-0011",23.46,853.623,2026-01-01 13:00:00.000000Z
"SEN-0011",22.894,894.6,2026-01-01 13:15:00.000000Z
"SEN-0011",28.404,920.269,2026-01-01 13:30:00.000000Z
"SEN-0011",27.426,914.838,2026-01-01 13:45:00.000000Z
"SEN-0011",23.317,877.399,2026-01-01 14:00:00.000000Z
"SEN-0011",22.848,892.803,2026-01-01 14:15:00.000000Z
"SEN-0011",23.604,891.151,2026-01-01 14:30:00.000000Z
"SEN-0011",23.843,917.911,2026-01-01 14:45:00.000000Z
"SEN-0011",21.332,901.454,2026-01-01 15:00:00.000000Z
"SEN-0011",23.431,871.641,2026-01-01 15:15:00.000000Z
"SEN-0011",24.007,877.702,2026-01-01 15:30:00.000000Z
"SEN-0011",24.013,870.89,2026-01-01 15:45:00.000000Z
"SEN-0011",21.331,864.125,2026-01-01 16:00:00.000000Z
"SEN-0011",24.052,825.196,2026-01-01 16:15:00.000000Z
"SEN-0011",23.51,884.331,2026-01-01 16:30:00.000000Z
"SEN-0011",22.009,829.275,2026-01-01 16:45:00.000000Z
"SEN-0011",19.59,827.262,2026-01-01 17:00:00.000000Z
"SEN-0011",22.091,847.676,2026-01-01 17:15:00.000000Z
"SEN-0011",21.637,802.027,2026-01-01 17:30:00.000000Z
"SEN-0011",23.474,830.029,2026-01-01 17:45:00.000000Z
"SEN-0011",19.373,773.471,2026-01-01 18:00:00.000000Z
"SEN-0011",23.005,748.665,2026-01-01 18:15:00.000000Z
"SEN-0011",20.538,768.905,2026-01-01 18:30:00.000000Z
"SEN-0011",19.166,726.246,2026-01-01 18:45:00.000000Z
"SEN-0011",19.154,744.592,2026-01-01 19:00:00.000000Z
"SEN-0011",20.272,741.624,2026-01-01 19:15:00.000000Z
"SEN-0011",19.069,709.762,2026-01-01 19:30:00.000000Z
"SEN-0011",19.924,736.131,2026-01-01 19:45:00.000000Z
"SEN-0011",19.095,714.583,2026-01-01 20:00:00.000000Z
"SEN-0011",15.823,660.684,2026-01-01 20:15:00.000000Z
"SEN-0011",16.657,698.652,2026-01-01 20:30:00.000000Z
"SEN-0011",17.975,632.566,2026-01-01 20:45:00.000000Z
"SEN-0011",14.958,612.374,2026-01-01 21:00:00.000000Z
"SEN-0011",15.987,604.072,2026-01-01 21:15:00.000000Z
"SEN-0011",16.125,610.667,2026-01-01 21:30:00.000000Z
"SEN-0011",16.954,584.569,2026-01-01 21:45:00.000000Z
"SEN-0011",18.172,604.572,2026-01-01 22:00:00.000000Z
"SEN-0011",14.199,572.429,2026-01-01 22:15:00.000000Z
"SEN-0011",14.144,557.077,2026-01-01 22:30:00.000000Z
"SEN-0011",16.25,510.469,2026-01-01 22:45:00.000000Z
"SEN-0011",15.763,572.254,2026-01-01 23:00:00.000000Z
"SEN-0011",13.437,564.096,2026-01-01 23:15:00.000000Z
"SEN-0011",13.111,515.528,2026-01-01 23:30:00.000000Z
"SEN-0011",11.622,542.41,2026-01-01 23:45:00.000000Z
"SEN-0012",9.877,366.749,2026-01-01 00:00:00.000000Z
"SEN-0012",6.58,374.18,2026-01-01 00:15:00.000000Z
"SEN-0012",8.638,299.9,2026-01-01 00:30:00.000000Z
"SEN-0012",7.153,336.719,2026-01-01 00:45:00.000000Z
"SEN-0012",8.532,324.097,2026-01-01 01:00:00.000000Z
"SEN-0012",7.733,326.013,2026-01-01 01:15:00.000000Z
"SEN-0012",7.451,362.019,2026-01-01 01:30:00.000000Z
"SEN-0012",8.784,367.948,2026-01-01 01:45:00.000000Z
"SEN-0012",6.552,283.659,2026-01-01 02:00:00.000000Z
"SEN-0012",4.245,311.501,2026-01-01 02:15:00.000000Z
"SEN-0012",11.986,344.372,2026-01-01 02:30:00.000000Z
"SEN-0012",8.598,329.147,2026-01-01 02:45:00.000000Z
"SEN-0012",12.035,362.123,2026-01-01 03:00:00.000000Z
"SEN-0012",8.716,346.624,2026-01-01 03:15:00.000000Z
"SEN-0012",9.543,304.892,2026-01-01 03:30:00.000000Z
"SEN-0012",7.797,323.089,2026-01-01 03:45:00.000000Z
"SEN-0012",7.643,344.992,2026-01-01 04:00:00.000000Z
"SEN-0012",10.609,309.46,2026-01-01 04:15:00.000000Z
"SEN-0012",7.773,360.342,2026-01-01 04:30:00.000000Z
"SEN-0012",9.431,334,2026-01-01 04:45:00.000000Z
"SEN-0012",9.587,369.187,2026-01-01 05:00:00.000000Z
"SEN-0012",11.036,349.086,2026-01-01 05:15:00.000000Z
"SEN-0012",10.334,377.073,2026-01-01 05:30:00.000000Z
"SEN-0012",9.948,408.223,2026-01-01 05:45:00.000000Z
"SEN-0012",13.348,388.234,2026-01-01 06:00:00.000000Z
"SEN-0012",9.436,392.45,2026-01-01 06:15:00.000000Z
"SEN-0012",14.576,399.84,2026-01-01 06:30:00.000000Z
"SEN-0012",9.993,449.324,2026-01-01 06:45:00.000000Z
"SEN-0012",12.038,430.698,2026-01-01 07:00:00.000000Z
"SEN-0012",11.728,429.157,2026-01-01 07:15:00.000000Z
"SEN-0012",11.914,454.301,2026-01-01 07:30:00.000000Z
"SEN-0012",11.244,467.37,2026-01-01 07:45:00.000000Z
"SEN-0012",10.765,483.467,2026-01-01 08:00:00.000000Z
"SEN-0012",12.724,448.606,2026-01-01 08:15:00.000000Z
"SEN-0012",7.932,458.69,2026-01-01 08:30:00.000000Z
"SEN-0012",13.064,457.433,2026-01-01 08:45:00.000000Z
"SEN-0012",9.841,483.595,2026-01-01 09:00:00.000000Z
"SEN-0012",14.038,497.042,2026-01-01 09:15:00.000000Z
"SEN-0012",11.258,525.599,2026-01-01 09:30:00.000000Z
"SEN-0012",13.187,532.242,2026-01-01 09:45:00.000000Z
"SEN-0012",15.212,535.222,2026-01-01 10:00:00.000000Z
"SEN-0012",11.691,540.687,2026-01-01 10:15:00.000000Z
"SEN-0012",15.076,557.245,2026-01-01 10:30:00.000000Z
"SEN-0012",7.968,572.089,2026-01-01 10:45:00.000000Z
"SEN-0012",15.431,550.746,2026-01-01 11:00:00.000000Z
"SEN-0012",13.431,564.924,2026-01-01 11:15:00.000000Z
"SEN-0012",16.536,575.782,2026-01-01 11:30:00.000000Z
"SEN-0012",15.241,568.164,2026-01-01 11:45:00.000000Z
"SEN-0012",14.15,570.483,2026-01-01 12:00:00.000000Z
"SEN-0012",15.594,561.067,2026-01-01 12:15:00.000000Z
"SEN-0012",13.883,605.628,2026-01-01 12:30:00.000000Z
"SEN-0012",15.712,597.809,2026-01-01 12:45:00.000000Z
"SEN-0012",12.846,593.92,2026-01-01 13:00:00.000000Z
"SEN-0012",11.224,593.84,2026-01-01 13:15:00.000000Z
"SEN-0012",13.755,591.016,2026-01-01 13:30:00.000000Z
"SEN-0012",16.772,571.732,2026-01-01 13:45:00.000000Z
"SEN-0012",15.471,604.089,2026-01-01 14:00:00.000000Z
"SEN-0012",13.928,599.83,2026-01-01 14:15:00.000000Z
"SEN-0012",15.82,607.745,2026-01-01 14:30:00.000000Z
"SEN-0012",15.871,594.442,2026-01-01 14:45:00.000000Z
"SEN-0012",13.031,613.921,2026-01-01 15:00:00.000000Z
"SEN-0012",13.881,564.92,2026-01-01 15:15:00.000000Z
"SEN-0012",20.411,564.006,2026-01-01 15:30:00.000000Z
"SEN-0012",17.66,602.381,2026-01-01 15:45:00.000000Z
"SEN-0012",17.669,586.878,2026-01-01 16:00:00.000000Z
"SEN-0012",15.531,579.662,2026-01-01 16:15:00.000000Z
"SEN-0012",13.478,553.645,2026-01-01 16:30:00.000000Z
"SEN-0012",18.452,579.553,2026-01-01 16:45:00.000000Z
"SEN-0012",15.548,574.022,2026-01-01 17:00:00.000000Z
"SEN-0012",12.459,538.872,2026-01-01 17:15:00.000000Z
"SEN-0012",13.918,540.814,2026-01-01 17:30:00.000000Z
"SEN-0012",16.161,490.982,2026-01-01 17:45:00.000000Z
"SEN-0012",12.49,548.611,2026-01-01 18:00:00.000000Z
"SEN-0012",12.078,553.436,2026-01-01 18:15:00.000000Z
"SEN-0012",10.884,487.28,2026-01-01 18:30:00.000000Z
"SEN-0012",10.844,503.168,2026-01-01 18:45:00.000000Z
"SEN-0012",8.908,517.639,2026-01-01 19:00:00.000000Z
"SEN-0012",10.709,484.32,2026-01-01 19:15:00.000000Z
"SEN-0012",14.582,497.165,2026-01-01 19:30:00.000000Z
"SEN-0012",12.02,459.596,2026-01-01 19:45:00.000000Z
